,url,api,class,method,description
139,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T useUnlimitedSourceGeneratorsPool(boolean flag),"If set to true, uses a cached unlimited Executor to run the request. This method should ONLY be used when a Glide load is started recursively on one of Glide's threads as part of another request. Using this method in other scenarios can lead to excessive memory usage and OOMs and/or a significant decrease in performance across an application. If both this method and useAnimationPool(boolean) are set, this method will be preferred and useAnimationPool(boolean) will be ignored."
140,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T useAnimationPool(boolean flag),"If set to true, uses a special Executor that is used exclusively for decoding frames of animated resources, like GIFs. The animation executor disallows network operations and must not be used for loads that may load remote data. The animation executor has fewer threads available to it than Glide's normal executors and is only useful as a way of avoiding blocking on longer and more expensive reads for critical requests like those in an animating GIF. If both useUnlimitedSourceGeneratorsPool(boolean) and this method are set, useUnlimitedSourceGeneratorsPool(boolean) will be preferred and this method will be ignored."
141,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T onlyRetrieveFromCache(boolean flag),"If set to true, will only load an item if found in the cache, and will not fetch from source."
142,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T diskCacheStrategy(@NonNull DiskCacheStrategy strategy),Sets the DiskCacheStrategy to use for this load. Defaults to DiskCacheStrategy.AUTOMATIC. For most applications DiskCacheStrategy.RESOURCE is ideal. Applications that use the same resource multiple times in multiple sizes and are willing to trade off some speed and disk space in return for lower bandwidth usage may want to consider using DiskCacheStrategy.DATA or DiskCacheStrategy.ALL.
143,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T priority(@NonNull Priority priority),Sets the priority for this load.
144,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T placeholder(@Nullable android.graphics.drawable.Drawable drawable),Sets an Drawable to display while a resource is loading. Replaces any previous calls to this method or placeholder(int).
145,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T placeholder(@DrawableRes int resourceId),Sets an Android resource id for a Drawable resource to display while a resource is loading. Replaces any previous calls to this method or placeholder(Drawable)
146,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T fallback(@Nullable android.graphics.drawable.Drawable drawable),"Sets an Drawable to display if the model provided to RequestBuilder.load(Object) is null. If a fallback is not set, null models will cause the error drawable to be displayed. If the error drawable is not set, the placeholder will be displayed. Replaces any previous calls to this method or fallback(int)."
147,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T fallback(@DrawableRes int resourceId),"Sets a resource to display if the model provided to RequestBuilder.load(Object) is null. If a fallback is not set, null models will cause the error drawable to be displayed. If the error drawable is not set, the placeholder will be displayed. Replaces any previous calls to this method or fallback(Drawable)."
148,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T error(@Nullable android.graphics.drawable.Drawable drawable),Sets a Drawable to display if a load fails. Replaces any previous calls to this method or error(int)
149,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T error(@DrawableRes int resourceId),Sets a resource to display if a load fails. Replaces any previous calls to this method or error(Drawable)
150,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T theme(@Nullable android.content.res.Resources.Theme theme),"Sets the Resources.Theme to apply when loading Drawables for resource ids provided via error(int), placeholder(int), and fallback(Drawable). The theme is NOT applied in the decoder that will attempt to decode a given resource id model on Glide's background threads. The theme is used exclusively on the main thread to obtain placeholder/error/fallback drawables to avoid leaking Activities. If the Context of the Fragment or Activity used to start this load has a different Resources.Theme, the Resources.Theme provided here will override the Resources.Theme of the Context."
151,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T skipMemoryCache(boolean skip),"Allows the loaded resource to skip the memory cache. Note - this is not a guarantee. If a request is already pending for this resource and that request is not also skipping the memory cache, the resource will be cached in memory."
152,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,"@NonNull @CheckResultpublic T override(int width, int height)","Overrides the Target's width and height with the given values. This is useful for thumbnails, and should only be used for other cases when you need a very specific image size."
153,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T override(int size),Overrides the Target's width and height with the given size.
154,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T signature(@NonNull Key signature),"Sets some additional data to be mixed in to the memory and disk cache keys allowing the caller more control over when cached data is invalidated. Note - The signature does not replace the cache key, it is purely additive."
155,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@CheckResultpublic T clone(),"Returns a copy of this request builder with all of the options put so far on this builder. This method returns a deep copy in that all non-immutable arguments are copied such that changes to one builder will not affect the other builder. However, in addition to immutable arguments, the current model is not copied copied so changes to the model will affect both builders. Even if this object was locked, the cloned object returned from this method will not be locked."
156,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,"@NonNull @CheckResultpublic <Y> T set(@NonNull Option<Y> option, @NonNull Y value)",
157,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T decode(@NonNull java.lang.Class<?> resourceClass),
158,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,public final boolean isTransformationAllowed(),
159,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,public final boolean isTransformationSet(),
160,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,public final boolean isLocked(),
161,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T encodeFormat(@NonNull android.graphics.Bitmap.CompressFormat format),Sets the value for key BitmapEncoder.COMPRESSION_FORMAT.
162,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T encodeQuality(int quality),Sets the value for key BitmapEncoder.COMPRESSION_QUALITY.
163,glide/request,com.bumptech.glide.request,Class BaseRequestOptions<T extends BaseRequestOptions<T>>,@NonNull @CheckResultpublic T frame(long frameTimeMicros),"Sets the time position of the frame to extract from a video. This is a component option specific to VideoDecoder. If the default video decoder is replaced or skipped because of your configuration, this option may be ignored."
